pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
79953	Single Board Computer	Gateworks	Newport GW6200	NULL	NULL	unknown 2018	¿	http://¿		snapshot	NULL	octeontx	generic		¿	Cavium CN8021	2	800	8192	1024	-	2	¿	¿	-		2x mini-PCIe	-	-		unknown	-	-	1x 3.0	¿		-	-	-		Yes	¿	¿	¿	¿	¿	8-60 VDC, PoE 802.3af/at	toh:gateworks:start	View/Edit data	NULL	NULL	Newport GW6200	GW62	NULL	http://www.gateworks.com/octeon-tx-single-board-computers-gateworks-newport	http://trac.gateworks.com/wiki/newport	http://dev.gateworks.com/newport/openwrt/	NULL	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
79954	Single Board Computer	Gateworks	Newport GW6300	NULL	NULL	unknown 2018	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=fc03b3aa1610feed89b04aa504a3468c904a1aae		snapshot	NULL	octeontx	generic		¿	Cavium CN8020	2	800	8192	1024	-	2	¿	¿	-		3x mini-PCIe	-	-		unknown	-	-	2x 2.0	¿		-	-	-		Yes	¿	¿	¿	¿	¿	8-60 VDC, PoE 802.3af/at	toh:gateworks:start	View/Edit data	NULL	NULL	Newport GW6300	GW63	NULL	http://www.gateworks.com/product/item/newport-gw6300-single-board-computer	http://trac.gateworks.com/wiki/newport	http://dev.gateworks.com/newport/openwrt/	NULL	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
79955	Single Board Computer	Gateworks	Newport GW6400	NULL	NULL	unknown 2018	¿	http://¿		snapshot	NULL	octeontx	generic		¿	Cavium CN8020	2	800	8192	1024	-	5	¿	¿	-		3x mini-PCIe	-	-		unknown	-	-	2x 2.0	¿		-	-	-		Yes	¿	¿	¿	¿	¿	8-60 VDC, PoE 802.3af/at	toh:gateworks:start	View/Edit data	NULL	NULL	Newport GW6400	GW64	NULL	http://www.gateworks.com/octeon-tx-single-board-computers-gateworks-newport	http://trac.gateworks.com/wiki/newport	http://dev.gateworks.com/newport/openwrt/	NULL	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
79958	Router	PC Engines	APU3C4	NULL	NULL	Available 2018	¿	http://¿	17.01.2	19.07.5	NULL	x86	64	x86_64	Coreboot	AMD GX-412TC	4	1000	SD	4096	-	3	-	¿	-	3 Intel i211AT	-	-	-		none	-	-	2x 3.0	1		-	-	-		Yes	¿	¿	3	1	¿	¿	toh:pcengines:apu3	View/Edit data	NULL	NULL	APU3C4	APU3C4	NULL	http://pcengines.ch/apu3c4.htm		http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	see devicepage		NULL		media:example:genericrouter1.png	bare board, requires case, PS and media for OS. See: https://www.pcengines.ch/newshop.php?c=4
79959	Router	PC Engines	APU3C2	NULL	NULL	Available 2018	¿	http://¿	17.01.2	19.07.5	NULL	x86	64	x86_64	Coreboot	AMD GX-412TC	4	1000	SD	2048	-	3	-	¿	-	3 Intel i211AT	-	-	-		none	-	-	2x 3.0	1		-	-	-		Yes	¿	¿	3	1	¿	12 VDC, 2.0 A	toh:pcengines:apu3	View/Edit data	NULL	NULL	APU3C2	APU3C2	NULL	http://pcengines.ch/apu3c2.htm		http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	see devicepage		NULL		media:example:genericrouter1.png	bare board, requires case, PS and media for OS. See: https://www.pcengines.ch/newshop.php?c=4
79960	Router	PC Engines	APU3A2	NULL	NULL	Available 2018	¿	http://¿	17.01.2	19.07.5	NULL	x86	64	x86_64	Coreboot	AMD GX-412TC	4	1000	SD	2048	-	3	-	¿	-	3 Intel i211AT	-	-	-	2 miniPCI express for add in cards	none	-	-	2x 3.0	1		-	-	-		Yes	¿	¿	3	1	¿	12 VDC, 2.0 A	toh:pcengines:apu3	View/Edit data	NULL	NULL	APU3A2	APU3A2	NULL	http://www.pcengines.ch/apu3a2.htm		http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	see devicepage		NULL		media:example:genericrouter1.png	bare board, requires case, PS and media for OS. See: https://www.pcengines.ch/newshop.php?c=4
79961	Router	PC Engines	APU2C4	NULL	NULL	Available 2018	¿	http://¿	17.01.2	19.07.5	NULL	x86	64	x86_64	Coreboot	AMD GX-412TC	4	1000	SD	4096	-	3	-	¿	-	3 Intel i210AT	-	-	-	2 miniPCI express for add in cards	none	-	-	2x 3.0	1		-	-	-		Yes	¿	¿	3	1	¿	12 VDC, 2.0 A	toh:pcengines:apu2	View/Edit data	NULL	NULL	APU2C4	APU2C4	NULL	http://www.pcengines.ch/apu2c4.htm		http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	see devicepage		NULL		media:example:genericrouter1.png	bare board, requires case, PS and media for OS. See: https://www.pcengines.ch/newshop.php?c=4
79962	Router	PC Engines	APU2C2	NULL	NULL	Available 2018	¿	http://¿	17.01.2	19.07.5	NULL	x86	64	x86_64	Coreboot	AMD GX-412TC	4	1000	SD	2048	-	3	-	¿	-	3 Intel i211AT	-	-	-	2 miniPCI express for add in cards	none	-	-	2x 3.0	1		-	-	-		Yes	¿	¿	3	1	¿	12 VDC, 2.0 A	toh:pcengines:apu2	View/Edit data	NULL	NULL	APU2C2	APU2C2	NULL	http://www.pcengines.ch/apu2c2.htm		http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	see devicepage		NULL		media:example:genericrouter1.png	bare board, requires case, PS and media for OS. See: https://www.pcengines.ch/newshop.php?c=4
79963	Router	PC Engines	APU2C0	NULL	NULL	Available 2018	¿	http://¿	17.01.2	19.07.5	NULL	x86	64	x86_64	Coreboot	AMD GX-412TC	4	1000	SD	2048	-	2	¿	¿	-	2 Intel i211AT	-	-	-	2 miniPCI express for add in cards	none	-	-	2x 3.0	1		-	-	-		Yes	¿	¿	3	1	¿	12 VDC, 2.0 A	toh:pcengines:apu2	View/Edit data	NULL	NULL	APU2C0	APU2C0	NULL	http://www.pcengines.ch/apu2c0.htm		http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	see devicepage		NULL		media:example:genericrouter1.png	bare board, requires case, PS and media for OS. See: https://www.pcengines.ch/newshop.php?c=4
79964	Router	PC Engines	APU1D	NULL	NULL	Available 2019	amazon.de, rakuten.de	http://¿	17.01.2	19.07.5	NULL	x86	64	x86_64	Coreboot	AMD T40E	2	800	SD	2048	-	3	-	¿	-	3 Realtek RTL8111E	-	-	-	2x mini-PCIe	none	-	-	2x 2.0	1		-	-	-		Yes	115200 / 8N1	¿	3	1	¿	12 VDC, 2.0 A	toh:pcengines:apu	View/Edit data	NULL	NULL	APU1D	APU1D	NULL	http://www.pcengines.ch/apu1d.htm		http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/releases/19.07.5/targets/x86/64/openwrt-19.07.5-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	http://downloads.openwrt.org/snapshots/targets/x86/64/openwrt-x86-64-combined-squashfs.img.gz	see devicepage		NULL		media:example:genericrouter1.png	bare board, requires case, PS and media for OS.See: https://www.pcengines.ch/newshop.php?c=4
79965	WiFi Router	Arcadyan / Astoria	VGV7519KW (KPN Experia Box v8)	R02	NULL	unknown 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=4f3797386fdd41b548de8f85c911f5f1855499c5	17.01.0	19.07.5	NULL	lantiq	xrx200	mips_24kc	brnboot	Lantiq XWAY VRX288 v1.2	2	500	16	64	4	-	Lantiq GSWIP (built-in SoC switch)	¿	VDSL2		Ralink RT5362F	b/g/n	-		unknown	-	-	2x 2.0	-		-	-	POTS		Yes	115200 / 8N1	Yes	¿	4	-	¿	toh:arcadyan:vgv7519	View/Edit data	NULL	NULL	VGV7519	VGV7519	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xrx200/openwrt-19.07.5-lantiq-xrx200-arcadyan_vgv7519-brn-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xrx200/openwrt-19.07.5-lantiq-xrx200-arcadyan_vgv7519-nor-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-arcadyan_vgv7519-brn-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-arcadyan_vgv7519-nor-squashfs-sysupgrade.bin	see devicepage		JTAG		media:example:genericrouter1.png	
79966	WiFi Router	Arcadyan / Astoria	VGV7519KW (KPN Experia Box v8)	R01	NULL	unknown 2018	¿	https://git.lede-project.org/?p=source.git;a=commit;h=4f3797386fdd41b548de8f85c911f5f1855499c5	17.01.0	19.07.5	NULL	lantiq	xrx200	mips_24kc	brnboot	Lantiq XWAY VRX288 v1.1	2	500	16	64	4	-	Lantiq GSWIP (built-in SoC switch)	¿	VDSL2		Ralink RT5362F	b/g/n	-		unknown	-	-	2x 2.0	-		-	-	POTS		Yes	115200 / 8N1	Yes	¿	4	-	¿	toh:arcadyan:vgv7519	View/Edit data	NULL	NULL	VGV7519	VGV7519	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xrx200/openwrt-19.07.5-lantiq-xrx200-arcadyan_vgv7519-brn-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/lantiq/xrx200/openwrt-19.07.5-lantiq-xrx200-arcadyan_vgv7519-nor-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-arcadyan_vgv7519-brn-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/lantiq/xrx200/openwrt-lantiq-xrx200-arcadyan_vgv7519-nor-squashfs-sysupgrade.bin	see devicepage		JTAG		media:example:genericrouter1.png	
79984	WiFi AP	Open-Mesh	A62	NULL	https://fcc.io/WT8/DNWAP62	Available 2019	amazon.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=0b204902075157dbb002ea04f41a5b1a4fbe848c	18.06.0	19.07.5	NULL	ipq40xx	generic	arm_cortex-a7_neon-vfpv4	U-Boot	Qualcomm IPQ4019	4	716	32	256	-	2	¿	¿	-		Qualcomm IPQ4019	b/g/n	a/n/ac		ath10k	-	-	1x 2.0	-		-	-	-		Yes	¿	¿	3	1	-	18-24 VDC passive PoE, PoE 802.3af		View/Edit data	NULL	NULL	OpenMesh A62	OpenMesh	https://wikidevi.wi-cat.ru/Open_Mesh_A62	https://store.openmesh.com/products/a62-universal-tri-band-802-11ac-wave-2-cloud-managed-wifi-access-point.html		http://downloads.openwrt.org/releases/19.07.5/targets/ipq40xx/generic/openwrt-19.07.5-ipq40xx-generic-openmesh_a62-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ipq40xx/generic/openwrt-19.07.5-ipq40xx-generic-openmesh_a62-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-openmesh_a62-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ipq40xx/generic/openwrt-ipq40xx-generic-openmesh_a62-squashfs-sysupgrade.bin	see git-commit	Use https://github.com/ap51-flash/ap51-flash to flash the factory image, see git commit.	unknown		media:example:genericrouter1.png	Openmesh has been acquired by Datto in 2018; from 2019 on, no new production any more, only remaining inventory at suppliers.
79985	WiFi Router	Tama	W06	NULL	NULL	unknown 2018	¿	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=e1d4aa36b0e08d7e4b77b8b1a7ddae44188e8eb1	18.06.0	19.07.5	NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7688AN	1	575	16	64	1	-	-	¿	-		¿	b/g/n	-		unknown	¿	-	1x µUSB (power)	-		-	-	-		Yes	57600 / 8N1	¿	3	1	-	5 VDC		View/Edit data	NULL	NULL	Tama W06	Tama W06	NULL	http://www.tamadenco.co.jp/support/w06.php		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt76x8/openwrt-19.07.5-ramips-mt76x8-tama_w06-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-tama_w06-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
79995	Travel Router	Nexx	WT1520F	NULL	NULL	Available 2017	¿	https://git.lede-project.org/?p=source.git;a=commit;h=af1207b58c61eed1eaa86f5e670347b84fd75a09	15.05	19.07.5	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350	1	360	8	32	2	-	¿	Yes	-		Ralink RT5350	b/g/n	-		unknown	-	¿	1x µUSB (power)	-		¿	¿	¿		Yes	57600 / 8N1	¿	¿	¿	¿	5 VDC, 1.0 A	toh:nexx:wt1520	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=48481	NULL	WT1520	WT1520	https://wikidevi.wi-cat.ru/Nexx_WT1520	http://www.nexx.com.cn/index.php/home/detail?pid=195		http://downloads.openwrt.org/releases/19.07.5/targets/ramips/rt305x/openwrt-19.07.5-ramips-rt305x-wt1520-8M-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/rt305x/openwrt-19.07.5-ramips-rt305x-wt1520-8M-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-nexx_wt1520-8m-squashfs-factory.bin	http://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-nexx_wt1520-8m-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
79996	Travel Router	Nexx	WT1520H	NULL	NULL	Available 2017	¿	https://git.lede-project.org/?p=source.git;a=commit;h=af1207b58c61eed1eaa86f5e670347b84fd75a09	15.05	19.07.2	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350	1	360	4	32	2	-	¿	Yes	-		Ralink RT5350	b/g/n	-		unknown	-	¿	1x µUSB (power)	-		¿	¿	¿		Yes	57600 / 8N1	¿	¿	¿	¿	5 VDC, 1.0 A	toh:nexx:wt1520	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=48481	NULL	WT1520	WT1520	https://wikidevi.wi-cat.ru/Nexx_WT1520	http://www.nexx.com.cn/index.php/home/detail?pid=195		http://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-wt1520-4M-squashfs-factory.bin	http://downloads.openwrt.org/releases/19.07.2/targets/ramips/rt305x/openwrt-19.07.2-ramips-rt305x-wt1520-4M-squashfs-sysupgrade.bin	NULL	NULL	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	Image build disabled in master with commit d7d46da938e3
80004	WiFi AP	MikroTik	RBSXT2nDr3 (SXT Lite 2)	R3	NULL	Discontinued 2020		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5ac974f2145c770431a6eb7e006dd086b70224b1	19.07.0	19.07.5	NULL	ar71xx	mikrotik	mips_24kc	RouterBOOT	Atheros AR9344	1	600	16	64	1	-	¿	¿	-		¿	b/g/n	-		ath9k	-	-	-	-		-	-	-		¿	¿	¿	¿	¿	-	Passive PoE 8-30 VDC, 6W	toh:mikrotik:mikrotik_rbsxt2ndr3	View/Edit data	https://forum.openwrt.org/viewtopic.php?pid=348667	NULL	SXT Lite	SXT Lite	NULL	https://mikrotik.com/product/RBSXT2nDr3	https://mikrotik.com/product/RBSXT2nDr3\\	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-vmlinux-initramfs.elf	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-rb-nor-flash-16M-squashfs-sysupgrade.bin	NULL	NULL	see git-commit	Erase the firmware MTD partition. Use sysupgrade -F (force)	Mikrotik TFTP		media:example:genericrouter1.png	
80005	WiFi Router	MikroTik	RB751G-2HnD	NULL	https://fcc.io/TV7/RB751G-2HND	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=e295a077cea86adad6d897b72b2b8b371a3d7fc4	12.09	19.07.5	NULL	ar71xx	mikrotik	mips_24kc	RouterBOOT	Atheros AR7242	1	400	64NAND	64	-	5	Atheros AR8327	¿	-		Atheros AR9283	b/g/n	-		ath9k	-	-	1x 2.0	-		-	-	-		¿	¿	¿	¿	¿	¿	12 VDC, 1.0 A, Passive PoE		View/Edit data	NULL	NULL	RB751G-2HnD	RB751G-2HnD	https://wikidevi.wi-cat.ru/MikroTik_RouterBOARD_751G-2HnD_(RB751G-2HnD)	https://mikrotik.com/product/RB751G-2HnD		http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-nand-64m-initramfs-kernel.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-nand-64m-squashfs-sysupgrade.bin	NULL	NULL	Mikrotik TFTP		unknown		media:example:genericrouter1.png	
80006	WiFi Router	MikroTik	RB751U-2HnD	NULL	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=e295a077cea86adad6d897b72b2b8b371a3d7fc4	12.09	19.07.5	NULL	ar71xx	mikrotik	mips_24kc	RouterBOOT	Atheros AR7241	1	400	64NAND	32	5	-	¿	¿	-		Atheros AR9283	b/g/n	-		ath9k	-	-	1x 2.0	-		-	-	-		¿	¿	¿	¿	¿	¿	¿		View/Edit data	NULL	NULL	RB751U-2HnD	RB751U-2HnD	NULL	https://mikrotik.com/product/RB751U-2HnD		http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-vmlinux-initramfs.elf	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-nand-64m-squashfs-sysupgrade.bin	NULL	NULL	Mikrotik TFTP		unknown		media:example:genericrouter1.png	
80007	Single Board Computer	MikroTik	RB912UAG-5HPnd	NULL	NULL	Available 2019	varia-store.com, amazon.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5237a500893980a4764cc2caab92f60c9f2ba9ea	14.07	19.07.5	NULL	ar71xx	mikrotik	mips_24kc	RouterBOOT	Atheros AR9342	1	600	128NAND	64	-	1	¿	Yes	-		Atheros AR9342-BL1A	b/g/n	a/n		ath9k	¿	-	1x 2.0	-		-	-	-		Yes	¿	¿	8	¿	¿	8-30 VDC barrel jack, 8-30 VDC passive PoE	toh:mikrotik:rb91xg_5hpnd	View/Edit data	NULL	NULL	RB912UAG-5HPnd	RB912UAG-5HPnd	NULL	https://mikrotik.com/product/RB912UAG-5HPnD		http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-vmlinux-initramfs.elf	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-nand-large-squashfs-sysupgrade.bin	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
80008	WiFi Router	MikroTik	RB911G-2HPnD	NULL	https://fcc.io/TV7/RB911G2HPND	Available 2019	mikrotik-store.eu, amazon.de	http://¿		19.07.5	NULL	ar71xx	mikrotik	mips_24kc	RouterBOOT	Atheros AR9342	1	600	128NAND	64	-	1	¿	¿	-		Atheros AR9342	b/g/n	-		unknown	-	-	-	-		-	-	-		¿	¿	¿	¿	¿	¿	6-30 VDC, passive PoE		View/Edit data	NULL	NULL	RB911G-2HPnD	RB911G-2HPnD	NULL	https://mikrotik.com/product/RB911G-2HPnD		http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-vmlinux-initramfs.bin	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-nand-large-squashfs-sysupgrade.bin	NULL	NULL	Mikrotik TFTP		unknown		media:example:genericrouter1.png	
80009	WiFi Router	MikroTik	RB911G-5HPnD	NULL	NULL	Available 2019	amazon.com, mikrotik-store.eu, varia-store.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5237a500893980a4764cc2caab92f60c9f2ba9ea		19.07.5	NULL	ar71xx	mikrotik	mips_24kc	RouterBOOT	Atheros AR9342	1	600	128NAND	32	-	1	¿	¿	-		Atheros AR9342	b/g/n	a/n		ath9k	¿	-	-	-		-	-	-		¿	¿	¿	¿	¿	¿	8-30 VDC, passive PoE		View/Edit data	NULL	NULL	RB911G-5HPnD	RB911G-5HPnD	NULL	https://mikrotik.com/product/RB911G-5HPnD		http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-vmlinux-initramfs.elf	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-nand-large-squashfs-sysupgrade.bin	NULL	NULL	Mikrotik TFTP		unknown		media:example:genericrouter1.png	
80010	WiFi AP	MikroTik	RB911G-5HPacD	NULL	NULL	Available 2019	mikrotik-store.eu	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=d0a6b278db4ffc286cd335c149fb96b386ffab40	15.05	19.07.5	NULL	ar71xx	mikrotik	mips_24kc	RouterBOOT	Qualcomm Atheros QCA9557	1	720	128NAND	128	-	1	¿	¿	-		Qualcomm Atheros QCA9882	-	a/n/ac		ath10k	¿	-	-	-		-	-	-		¿	¿	¿	¿	¿	¿	8-30 VDC, passive PoE		View/Edit data	NULL	NULL	RB911G-5HPacD	RB911G-5HPacD	NULL	https://mikrotik.com/product/RB911G-5HPacD		http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-vmlinux-initramfs.elf	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/mikrotik/openwrt-19.07.5-ar71xx-mikrotik-nand-large-squashfs-sysupgrade.bin	NULL	NULL	Mikrotik TFTP		unknown		media:example:genericrouter1.png	
80140	WiFi Router	Huawei	HG622u	NULL	NULL	Discontinued		http://¿		19.07.5	DSL modem	bcm63xx	generic	mips_mips32	CFE	Broadcom BCM6368	2	400	8	32	4	-	Broadcom BCM6368	Yes	xDSL		Ralink RT3062	b/g/n	-		rt2800pci	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	10	4	-	12 VDC, 1.5 A	toh:huawei:hg622u	View/Edit data	NULL	NULL	HG622u	HG622u	NULL	https://www.o2.cz/osobni/techzona-modemy-pro-adsl-vdsl/huawei-echolife-hg622u.html	https://www.o2.cz/osobni/techzona-modemy-pro-adsl-vdsl/huawei-echolife-hg622u.html?tab=download	http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/smp/openwrt-19.07.5-brcm63xx-smp-HG655b-squashfs-cfe.bin	NULL	http://downloads.openwrt.org/snapshots/targets/bcm63xx/smp/openwrt-bcm63xx-smp-huawei_echolife-hg655b-squashfs-cfe.bin	NULL	CFE TFTP + serial recovery		CFE TFTP + serial recovery		media:example:genericrouter1.png	
80148	Travel Router - Battery powered	RavPower	RP-WD03	NULL	https://fcc.io/2ACIP/-RP-WD03	Available 2018	amazon.de, amazon.com	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5ef79af4f80f772772e44e38478f2b3b78d40732	18.06.0		NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620N	1	580	SD	32	1	-	-	¿	-		MediaTek MT7620N	b/g/n	-		mt76	-	-	1x µUSB (power)	-		-	-	-		Yes	57600 / 8N1	¿	3	1	-	5 VDC, 1.0 A (µUSB), 6000 mAh battery	toh:ravpower:ravpower_rp-wd03	View/Edit data	NULL	NULL	RP-WD03	RP-WD03	https://wikidevi.wi-cat.ru/RAVPower_FileHub_Plus	https://www.ravpower.com/products/rp-wd03-filehub-plus		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-ravpower_wd03-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-ravpower_rp-wd03-squashfs-rootfs.bin	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-ravpower_rp-wd03-squashfs-sysupgrade.bin	TFTP generic	Rename files to "kernel" and "rootfs" accordingly	TFTP generic		media:ravpower:wd03_case_top.jpg	
